# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "--countReadPairs" "-a" "/home/mila6004/Genomeanalysis/results/5_annotation/braker3/braker.gtf" "-s" "2" "-o" "featurecounts2.txt" "/home/mila6004/Genomeanalysis/results/6_expression_analysis/star/Control_1Aligned.sortedByCoord.out.bam" "/home/mila6004/Genomeanalysis/results/6_expression_analysis/star/Heat_1Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/mila6004/Genomeanalysis/results/6_expression_analysis/star/Control_1Aligned.sortedByCoord.out.bam	/home/mila6004/Genomeanalysis/results/6_expression_analysis/star/Heat_1Aligned.sortedByCoord.out.bam
g439	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	69449;69449;69963;69963;70246;70246;70717;70717;70940;70940;71314;71314;71744;72097;72373;74049;74594	69743;69743;70079;70079;70358;70358;70847;70847;71004;71004;71430;71423;71912;72182;72426;74135;74760	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1401	699	692
g440	contig_15_pilon;contig_15_pilon;contig_15_pilon	75189;75478;75813	75346;75601;75887	-;-;-	357	712	856
g441	contig_18_pilon;contig_18_pilon;contig_18_pilon	662;1133;1354	908;1288;2057	+;+;+	1107	0	0
g442	contig_18_pilon	4222	4425	+	204	0	0
g443	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	4434;4858;5243;8140;8270;8552	4797;5129;5343;8197;8452;8671	+;+;+;+;+;+	1098	0	0
g444	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	9996;11181;11519;11519;11926;11926;12137;12137;13905;13905;14804;14804;15703;15703;16271;16271	11417;11417;11795;11795;12005;12005;13339;13339;14753;14753;15531;15531;15857;15857;16506;16506	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4950	0	0
g445	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	19371;19695;19860;20306	19617;19772;20258;20517	-;-;-;-	936	4	0
g446	contig_18_pilon	20599	21081	+	483	0	0
g447	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	21776;22489;22837;23138;23330;23580	22030;22572;22990;23190;23444;23896	-;-;-;-;-;-	978	108	1
g448	contig_18_pilon	24568	26292	+	1725	0	0
g449	contig_18_pilon	26652	27254	+	603	0	0
g450	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	28712;29211;30066;30341;30464;30997	28987;29298;30232;30409;30524;31253	+;+;+;+;+;+	918	0	0
g451	contig_18_pilon;contig_18_pilon;contig_18_pilon	31326;31708;31795	31617;31739;32640	-;-;-	1170	0	2
g452	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	32762;32762;36196;36507;36931;37270	33337;33302;36345;36716;37142;37419	+;+;+;+;+;+	1298	3	0
g453	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	38384;38688;39284;39632;39933;40125;40375;40901	38500;38825;39367;39785;39985;40239;40576;40991	-;-;-;-;-;-;-;-	954	10	7
g454	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	42682;42828;43069;43145;43259;43581;43750;43981;44492;44551;44706;44769;45226;45584;45762;47961;48124;48290;48932;50040;50914;51180;51308;51615	42715;42924;43104;43205;43442;43708;43850;44031;44507;44580;44709;45013;45458;45641;45851;48074;48181;48326;49851;50061;50973;51246;51320;51628	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2673	807	1636
g455	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	51647;51647;51647;51647;51851;51851;51851;51851;52220;52220;52220;52220;52477;52477;52477;52477;52654;52654;52654;52654;53088;53088;53088;53088;53526;53526;53526;53526;54228;54228;54228;54228;54399;54399;54462;54462;54824;54837;54837;54837;54991;55454;55850;55850;55850;60081;60081;60081	51723;51723;51723;51723;51924;51924;51924;51924;52280;52280;52280;52280;52530;52530;52530;52530;52733;52733;52733;52733;53293;53293;53293;53293;53678;53671;53671;53678;54244;54282;54282;54244;54475;54475;54475;54475;54828;54919;55178;55178;55178;55465;55985;55985;55985;60248;60248;60248	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1500	142	99
g456	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	60884;61526;62094;62755	61328;61980;62549;62829	+;+;+;+	1431	166	23
g457	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	63775;64358;64723;64950;65262;65418	63825;64520;64899;65049;65308;65470	-;-;-;-;-;-	591	18	19
g458	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	65835;66204;66522;66941;67530;68526;69146;69249;69490;69866;70380	65996;66370;66771;67214;68314;68805;69201;69336;69671;70202;70480	+;+;+;+;+;+;+;+;+;+;+	2682	126	46
g459	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	71196;71570;71778;72033;72393;72648;73681;73859	71267;71656;71813;72141;72484;72734;73809;73900	-;-;-;-;-;-;-;-	654	166	313
g460	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	79536;79536;80075;80075;80367;80367;80445;80445;80833;80897;80897;81202;81202;81620;81620;81921;81921;82350;82350;82560;82560;84870;84870;85444;85444	79739;79739;80173;80173;80387;80387;80673;80673;80844;80993;80993;81274;81274;81721;81721;82173;82173;82467;82467;82667;82667;85392;85392;85479;85479	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1875	94	302
g461	contig_18_pilon	85507	88281	+	2775	16	6
g462	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	91415;91836;92176;92563	91505;91999;92366;92779	-;-;-;-	663	198	286
g463	contig_18_pilon;contig_18_pilon;contig_18_pilon	92849;93321;93778	92854;93525;93812	-;-;-	246	6	5
g464	contig_18_pilon	94629	95141	+	513	8	5
g465	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	95330;95330;95647;95647;95893;95893;95983;96332;96332;96645;96645;97069;97069;97338;101085	95455;95455;95766;95766;95946;95927;96046;96394;96394;96692;96692;97194;97222;97442;101140	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	790	20	29
g466	contig_18_pilon;contig_18_pilon;contig_18_pilon	101229;101877;102138	101242;101943;102809	-;-;-	753	557	2300
g467	contig_18_pilon	102853	103128	-	276	28	69
g468	contig_18_pilon	103249	103548	-	300	0	0
g469	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	104840;105760;106107;106625;106978;107546;107932;108531;109191;109933;110301;110659;111118;111363;111729;112133;112369;112584;112864;113162;113413;113747;114160;114378;114636;115069;115388;116129;116180;116335	105114;105997;106449;106817;107362;107785;108401;108816;109721;110163;110505;110960;111229;111498;111899;112191;112433;112682;112929;113290;113631;113788;114252;114433;114945;115281;115603;116139;116213;116553	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5949	606	614
g470	contig_18_pilon	116620	116976	-	357	2	0
g471	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	118992;118992;119855;119855;120238;120238;120564;120564;120766;120903;120903;121294;121294;121538;121538;121763;121763;122028;122028	119531;119531;120019;120019;120375;120375;120712;120712;120771;121011;121011;121392;121392;121603;121603;121870;121870;122114;122114	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1467	194	233
g472	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	127741;128516;128627;128819;129190;129957;130498;131275;132129;133161;133875;134027;134911;135345;135834;136179;136813;136937;137000;137000;137596;137596;137596;138089;138089;138498;138498;138902;138902;139406;139406;140008;140008;140561;140561;140832;141150;141159;141358;141657;141657;142095;142095	128269;128529;128678;128982;129709;130285;131134;131965;133000;133824;133883;134081;135232;135410;135887;136262;136970;137374;137374;137374;137973;137856;137856;138379;138379;138854;138854;139276;139276;139956;139956;140296;140296;140629;140629;140907;141240;141240;141482;141939;141939;142116;142116	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8531	1487	1213
g473	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	145176;145527;145914;146350	145425;145677;146117;146599	+;+;+;+	855	0	0
g474	contig_18_pilon	146776	147168	-	393	0	0
g475	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	164434;164626;164742;165559;165757;165964;166233;166461;167029;167821;168749;172608	164537;164691;165398;165654;165903;166101;166301;166695;167710;168617;168879;172827	+;+;+;+;+;+;+;+;+;+;+;+	3342	2013	2021
g476	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	174938;175304;175984;176880;177286;177403;177885;177885;178368;178472;178686;179099;179713;179878;180385;180599;180855	175253;175854;176763;177170;177663;177663;178322;178252;178382;178544;178737;179213;179828;180045;180401;180718;180893	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3469	586	413
g477	contig_18_pilon	181447	182745	-	1299	578	1118
g478	contig_18_pilon;contig_18_pilon	182759;183107	182970;183386	-;-	492	61	118
g479	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	196030;196514;196892;197370;197738;198820;199184	196229;196663;196984;197383;197763;198885;199282	+;+;+;+;+;+;+	648	21	29
g480	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	199495;200205;200924;201518	199765;200620;201232;201793	+;+;+;+	1272	111	104
g481	contig_18_pilon	203198	203704	-	507	147	253
g482	contig_18_pilon;contig_18_pilon;contig_18_pilon	203798;204802;205079	204034;204887;205265	+;+;+	510	28	53
g483	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	205337;205337;208099;208099;208436;208436;208765;208765;209068;209068;209491;209491;209859	205649;205649;208302;208302;208563;208563;208868;208868;209319;209333;209629;209683;209940	-;-;-;-;-;-;-;-;-;-;-;-;-	1290	0	0
g484	contig_18_pilon	209757	210029	+	273	0	0
g485	contig_18_pilon;contig_18_pilon	216675;217322	217214;217684	-;-	903	0	0
g486	contig_18_pilon;contig_18_pilon;contig_18_pilon	224048;226696;227129	226043;226832;227380	+;+;+	2385	1	21
g487	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	227610;227786;227932;228365;228373;228476;228838;228838	227668;227814;228025;228423;228694;228694;229874;229898	-;-;-;-;-;-;-;-	1573	586	289
g488	contig_18_pilon	231360	231896	+	537	21	21
g489	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	237392;237706;238840;239773;239988;241119;244080;246000	237665;238465;239434;239872;240952;241439;244445;246389	-;-;-;-;-;-;-;-	3771	0	0
g490	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	251288;251692;252142;254051;254672;256124;256462	251548;251808;252194;254149;254763;256278;256548	+;+;+;+;+;+;+	864	0	0
g491	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	256946;257745;261158;261768;264109;264368	257456;257986;261248;261866;264218;264628	-;-;-;-;-;-	1314	0	0
g492	contig_18_pilon	269528	270193	+	666	0	0
g493	contig_18_pilon	274487	274984	+	498	0	0
g494	contig_18_pilon;contig_18_pilon;contig_18_pilon	275023;276040;276373	275924;276165;276874	+;+;+	1530	0	0
g495	contig_18_pilon;contig_18_pilon	277428;277764	277703;278519	+;+	1032	0	0
g496	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	278788;278991;279890;280130;281289	278798;279701;280014;281094;281567	-;-;-;-;-	2091	0	0
g497	contig_18_pilon;contig_18_pilon	283589;283753	283710;284068	+;+	438	0	0
g498	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	288568;289394;289623;290542	288975;289478;289699;290601	-;-;-;-	630	107	156
g499	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	290911;292234;292488;292864;292918;293785;294140;294644	290997;292301;292707;292872;292971;293861;294224;295051	+;+;+;+;+;+;+;+	1008	113	117
g500	contig_18_pilon;contig_18_pilon;contig_18_pilon	295598;296179;296517	295690;296326;296536	-;-;-	261	149	314
g501	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	311622;313026;313750;314010;314897;315318	311859;313617;313883;314650;315094;315431	-;-;-;-;-;-	1917	192	66
g502	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	348104;348605;348952;349219;350111	348325;348862;349106;349720;350212	-;-;-;-;-	1239	169	238
g503	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	369329;369329;369528;369528;370000;370000;370548;370548;370769;370769;371252;371252;371561;371561;371915;371915;372167;372167;373208;373208;373753;373753;374109;374109;374452;374452;374512;374859;374859;375068;375068;375424;375424;375701;375701;376117;376117;376500;376500	369403;369403;369654;369654;370172;370172;370637;370637;370940;370940;371418;371418;371721;371721;371998;371998;372257;372257;373311;373311;373816;373816;374226;374246;374465;374562;374562;374947;374947;375154;375154;375516;375516;375809;375809;376226;376226;376536;376536	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2082	96	65
g504	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	387802;387935;388069;388628;388733	387820;388024;388228;388634;388840	+;+;+;+;+	384	79	252
g505	contig_18_pilon	389109	389516	-	408	3	13
g506	contig_18_pilon;contig_18_pilon;contig_18_pilon	393043;393360;393689	393316;393536;393735	-;-;-	498	0	0
g507	contig_18_pilon;contig_18_pilon	394037;394153	394073;394427	+;+	312	18	23
g508	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	396254;396254;396589;396589;397045;397045;397582;397582;398022;398022;398263;398263;398755;398755;399404;399404;399808;399814;400353;400353	396461;396461;396773;396773;397362;397362;397767;397767;398111;398111;398346;398346;398940;398940;399498;399498;400000;400000;400466;400466	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1659	267	226
g509	contig_18_pilon	402012	402473	+	462	0	2
g510	contig_18_pilon;contig_18_pilon	407479;408401	407554;408615	-;-	291	2	1
g511	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	408654;409049;409376;409940;410255;410533;411058;411216;411695;412146;415818	408872;409276;409504;410116;410361;410653;411119;411518;411989;412163;416081	+;+;+;+;+;+;+;+;+;+;+	1923	791	782
g512	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	416107;416107;416519;416519;417189;417189;417509;417656;417656;418111;418111;418672;418672;419300;419300;419483;419483;419674;419674;419950;419950;420329;420329;420715;420715;421088;421088;421332;421332;421748;421748;422327;422327;433098;433098;437255;437255;437520;437520;437548;438134;438134;438134	416403;416403;416670;416670;417350;417350;417529;417724;417724;418204;418204;418778;418778;419345;419345;419542;419542;419742;419742;420033;420033;420418;420418;420800;420800;421178;421178;421412;421412;421822;421822;422447;422447;433515;433515;437395;437395;437749;437749;437749;438324;438324;438324	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2685	352	554
g513	contig_18_pilon;contig_18_pilon;contig_18_pilon	439490;439859;440245	439721;440041;440366	+;+;+	537	539	98
g514	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	441362;443430;443814;443991	441409;443633;443921;444398	-;-;-;-	768	0	0
g515	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	444444;444875;445811;446344;446746;447072	444728;445511;446225;446667;446999;447298	-;-;-;-;-;-	2142	0	0
g516	contig_18_pilon	447315	447584	-	270	0	0
g517	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	456427;456427;456646;456646;456931;456931;457368;457368;458022	456483;456483;456762;456762;457053;457053;457847;457934;458609	-;-;-;-;-;-;-;-;-	1452	3564	2297
g518	contig_18_pilon;contig_18_pilon;contig_18_pilon	467939;468101;475270	467949;468305;475425	+;+;+	372	2	8
g519	contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon;contig_18_pilon	475453;476917;477275;477549;477738;478040;478233;478688	475775;477030;477370;477591;477893;478120;478343;478822	+;+;+;+;+;+;+;+	1059	92	125
